DR,A%,DF%,1stIn,1st%,2nd%
1.11,13.6%,2.3%,67.0%,69.5%,58.6%
0.81,10.0%,6.3%,50.0%,77.5%,50.0%
2.36,20.4%,8.2%,55.1%,85.2%,81.8%
1.09,9.0%,4.0%,60.0%,81.7%,45.0%
1.52,18.8%,8.7%,56.5%,84.6%,60.0%
1.33,13.8%,1.5%,60.0%,82.1%,57.7%
1.08,0.9%,6.2%,58.4%,62.1%,51.1%
0.69,0.0%,1.7%,60.0%,69.4%,45.8%
0.94,6.2%,2.1%,72.2%,64.3%,40.7%
1.74,9.8%,2.4%,63.4%,80.8%,46.7%
0.74,19.7%,3.2%,59.2%,75.3%,57.8%
1.45,13.9%,5.0%,69.3%,84.3%,64.5%
3.07,10.9%,0.0%,65.2%,86.7%,87.5%
1.31,6.2%,2.5%,60.5%,75.5%,65.6%
0.81,2.3%,0.0%,65.1%,66.1%,43.3%
1.24,8.9%,1.3%,58.2%,73.9%,54.5%
0.77,7.5%,3.0%,62.7%,69.0%,52.0%
1.29,4.8%,3.2%,55.6%,71.4%,57.1%
0.86,0.0%,4.2%,65.3%,61.7%,48.0%
1.15,2.8%,1.8%,58.7%,65.6%,57.8%
1.68,7.5%,0.0%,60.4%,90.6%,47.6%
0.64,0.0%,7.5%,64.2%,61.8%,42.1%
0.81,4.9%,1.6%,65.0%,70.0%,48.8%
1.08,4.3%,1.1%,63.0%,67.2%,50.0%
1.01,0.0%,4.3%,59.6%,73.2%,52.6%
0.60,2.2%,6.5%,56.5%,50.0%,50.0%
0.61,0.0%,3.8%,67.9%,61.1%,52.9%
0.74,3.8%,3.8%,73.6%,66.7%,42.9%
0.64,4.5%,2.7%,67.9%,65.8%,38.9%
1.71,8.9%,0.0%,62.5%,71.4%,57.1%
1.85,0.0%,4.5%,63.6%,75.0%,62.5%
1.23,0.0%,1.4%,71.4%,78.0%,60.0%
0.69,4.1%,5.2%,62.9%,63.9%,52.8%
0.81,3.2%,4.8%,57.1%,58.3%,40.7%
3.01,12.5%,0.0%,47.5%,84.2%,81.0%
1.80,9.4%,3.8%,77.4%,82.9%,41.7%
1.37,11.1%,1.6%,47.6%,73.3%,60.6%
1.00,7.8%,7.8%,57.8%,81.1%,48.1%
0.76,4.5%,3.0%,75.8%,76.0%,37.5%
1.24,10.4%,0.0%,65.7%,70.5%,52.2%
0.69,5.4%,1.8%,82.1%,50.0%,40.0%
1.29,0.0%,0.0%,83.1%,57.1%,70.0%
0.52,2.3%,0.0%,68.2%,63.3%,35.7%
1.03,7.0%,3.5%,65.1%,71.4%,43.3%
1.52,8.5%,0.0%,57.6%,76.5%,64.0%
0.60,7.1%,1.0%,69.4%,66.2%,50.0%
0.72,9.6%,3.2%,60.6%,82.5%,32.4%
2.32,2.5%,0.0%,60.0%,79.2%,81.3%
1.27,10.0%,2.9%,61.4%,74.4%,59.3%
0.95,3.7%,3.7%,50.5%,76.4%,50.0%
1.13,9.4%,2.8%,68.9%,78.1%,54.5%
0.82,1.8%,1.8%,71.4%,65.0%,43.8%
1.12,10.9%,0.0%,70.3%,71.8%,46.7%
0.60,9.6%,4.1%,57.5%,76.2%,41.9%
1.73,17.9%,0.0%,77.4%,78.5%,68.4%
1.60,14.5%,1.8%,70.9%,76.9%,75.0%
1.99,14.0%,1.8%,71.9%,87.8%,68.8%
1.68,26.3%,0.0%,80.7%,78.3%,81.8%
0.62,7.2%,2.4%,50.6%,73.8%,68.3%
0.93,5.4%,3.2%,53.8%,76.0%,30.2%
1.16,7.8%,1.6%,62.5%,72.5%,70.8%
1.05,20.0%,2.2%,70.0%,77.8%,48.1%
1.67,19.0%,3.4%,70.7%,90.2%,52.9%
1.59,19.4%,1.6%,62.9%,79.5%,60.9%
0.53,2.0%,10.0%,60.0%,46.7%,20.0%
1.13,1.0%,0.0%,63.3%,66.1%,61.1%
1.00,8.8%,4.9%,60.8%,74.2%,42.5%
1.72,2.2%,0.0%,62.2%,75.0%,58.8%
0.99,6.7%,5.8%,59.6%,67.7%,45.2%
0.69,0.0%,0.0%,56.9%,66.7%,44.0%
1.55,5.5%,5.5%,54.5%,86.7%,36.0%
1.19,5.5%,4.1%,67.1%,73.5%,50.0%
