DR,A%,DF%,1stIn,1st%,2nd%
1.32,2.2%,7.5%,62.4%,70.7%,57.1%
0.69,2.5%,5.1%,63.6%,61.3%,44.2%
1.09,0.7%,3.4%,61.2%,72.2%,49.1%
0.91,2.8%,3.7%,57.0%,67.2%,54.3%
1.22,3.9%,3.9%,46.1%,80.0%,48.8%
0.81,3.2%,3.2%,58.9%,71.4%,43.6%
0.73,3.1%,1.0%,67.3%,54.5%,53.1%
0.83,6.5%,3.9%,59.7%,69.6%,51.6%
0.83,2.5%,3.3%,66.1%,53.8%,68.3%
0.77,4.6%,3.1%,63.4%,65.1%,54.2%
0.79,1.4%,1.4%,61.6%,57.8%,46.4%
1.13,7.1%,2.4%,67.9%,73.7%,40.7%
2.15,0.0%,2.3%,79.1%,67.6%,66.7%
1.22,0.0%,4.2%,59.2%,59.5%,58.6%
1.24,0.0%,2.9%,68.6%,68.8%,50.0%
