DR,A%,DF%,1stIn,1st%,2nd%
0.95,3.9%,6.5%,62.3%,77.1%,48.3%
0.87,2.5%,6.2%,58.0%,59.6%,64.7%
0.62,10.8%,4.6%,50.8%,81.8%,31.3%
1.58,9.8%,3.9%,76.5%,74.4%,58.3%
0.51,3.4%,12.1%,50.0%,51.7%,31.0%
0.50,4.4%,7.4%,60.3%,75.6%,44.4%
1.19,5.1%,6.3%,48.1%,73.7%,58.5%
0.97,6.8%,9.1%,63.6%,65.5%,41.7%
1.96,8.9%,6.7%,66.7%,86.7%,66.7%
0.98,1.4%,5.7%,48.6%,64.7%,58.3%
1.21,9.0%,4.5%,67.2%,71.1%,40.9%
0.92,4.4%,1.8%,57.9%,66.7%,41.7%
0.86,14.5%,5.5%,55.5%,78.7%,49.0%
0.77,6.0%,3.0%,70.1%,61.7%,40.0%
1.27,4.8%,1.6%,69.4%,65.1%,52.6%
1.29,9.1%,3.0%,65.2%,79.1%,39.1%
0.90,5.5%,3.6%,60.0%,66.7%,59.1%
1.05,4.0%,9.0%,58.0%,70.7%,45.2%
0.90,2.2%,4.4%,49.6%,66.2%,39.1%
1.53,12.3%,5.3%,50.9%,82.8%,64.3%
1.18,7.3%,5.5%,67.3%,64.9%,61.1%
0.47,0.0%,5.9%,61.8%,52.4%,23.1%
0.79,4.5%,5.4%,66.7%,63.5%,54.1%
0.99,2.9%,4.6%,57.1%,73.0%,53.3%
1.05,7.4%,1.9%,63.6%,68.9%,55.9%
0.93,1.6%,3.9%,64.6%,69.5%,48.9%
1.12,8.7%,4.8%,50.8%,70.3%,46.8%
1.11,0.8%,1.6%,72.4%,61.8%,64.7%
1.15,8.3%,1.7%,56.7%,77.9%,42.3%
0.73,2.1%,2.1%,54.2%,57.7%,50.0%
1.26,3.1%,3.1%,59.4%,81.6%,34.6%
1.13,1.4%,2.9%,69.6%,72.9%,47.6%
0.59,0.0%,1.6%,76.6%,67.3%,60.0%
1.84,0.0%,0.0%,71.1%,68.8%,76.9%
1.32,1.5%,4.6%,67.7%,68.2%,52.4%
1.26,0.0%,3.1%,63.1%,56.1%,75.0%
1.37,2.0%,2.0%,48.0%,62.5%,53.8%
1.04,0.0%,4.8%,66.3%,67.3%,42.9%
1.45,0.0%,0.0%,64.5%,75.0%,63.6%
0.93,3.3%,6.6%,45.5%,67.3%,48.5%
0.71,7.3%,2.4%,58.5%,70.8%,41.2%
0.77,4.9%,3.3%,59.0%,63.9%,32.0%
1.11,3.1%,5.1%,53.1%,61.5%,50.0%
0.61,0.0%,3.3%,50.8%,58.1%,43.3%
0.72,1.8%,3.5%,61.4%,60.0%,45.5%
0.97,4.1%,5.2%,61.9%,61.7%,40.5%
0.69,0.0%,7.1%,57.1%,46.9%,37.5%
0.85,6.9%,6.0%,63.8%,70.3%,21.4%
1.41,4.9%,2.9%,69.6%,83.1%,58.1%
1.21,11.8%,2.9%,66.7%,75.0%,52.9%
0.60,0.0%,13.5%,51.9%,51.9%,48.0%
1.04,4.8%,3.8%,69.5%,69.9%,46.9%
0.64,2.9%,8.7%,46.4%,68.8%,40.5%
0.82,2.2%,7.8%,60.0%,64.8%,33.3%
1.28,5.3%,6.7%,60.0%,57.8%,60.0%
0.69,1.8%,3.5%,57.9%,63.6%,45.8%
1.13,21.3%,6.4%,51.1%,70.8%,65.2%
1.25,5.9%,5.9%,57.4%,74.4%,58.6%
1.24,2.8%,1.4%,64.8%,65.2%,64.0%
1.32,13.0%,0.0%,72.2%,74.4%,66.7%
0.99,3.4%,3.4%,76.1%,61.2%,23.8%
0.93,6.6%,6.6%,61.3%,63.1%,41.5%
1.59,2.4%,5.9%,52.9%,82.2%,55.0%
1.51,7.3%,3.6%,52.7%,72.4%,69.2%
1.30,10.1%,10.1%,62.3%,79.1%,50.0%
0.79,7.8%,5.9%,68.6%,77.1%,37.5%
0.70,5.2%,6.2%,56.7%,61.8%,35.7%
1.25,8.1%,5.7%,50.4%,79.0%,54.1%
0.68,1.7%,3.4%,65.5%,55.3%,50.0%
1.58,5.9%,5.9%,58.8%,83.3%,57.1%
1.38,3.6%,7.3%,49.1%,77.8%,57.1%
1.67,6.1%,2.0%,63.3%,71.0%,72.2%
2.10,9.3%,0.0%,65.1%,82.1%,66.7%
1.34,4.3%,7.2%,62.3%,79.1%,38.5%
0.74,3.7%,4.9%,72.0%,66.1%,30.4%
1.12,6.0%,4.8%,72.3%,65.0%,60.9%
1.13,5.9%,6.9%,65.7%,65.7%,34.3%
1.13,1.4%,5.6%,66.2%,61.7%,50.0%
0.98,2.1%,5.3%,69.1%,61.5%,48.3%
0.78,3.8%,3.1%,66.2%,74.4%,38.6%
1.32,5.4%,4.3%,53.3%,69.4%,55.8%
1.33,7.3%,8.3%,54.2%,84.6%,50.0%
0.86,6.2%,4.9%,66.7%,65.7%,50.0%
1.02,5.0%,3.5%,64.5%,70.3%,44.0%
1.34,1.1%,1.1%,65.2%,71.7%,50.0%
1.47,3.7%,3.7%,63.0%,66.7%,56.7%
0.67,5.7%,2.3%,70.1%,57.4%,42.3%
0.91,4.4%,1.1%,63.3%,71.9%,57.6%
1.62,4.5%,1.1%,70.5%,77.4%,61.5%
0.65,3.7%,0.0%,65.9%,61.1%,35.7%
1.28,1.5%,3.1%,66.2%,67.4%,63.6%
1.05,2.7%,1.3%,70.7%,64.2%,59.1%
2.56,2.4%,2.4%,68.3%,89.3%,61.5%
1.13,2.3%,2.3%,45.5%,70.0%,62.5%
0.85,4.6%,1.1%,57.5%,60.0%,54.1%
0.51,3.9%,2.0%,68.6%,60.0%,37.5%
1.27,1.6%,3.3%,65.6%,60.0%,61.9%
1.27,2.9%,5.1%,66.7%,69.6%,41.3%
0.85,0.8%,2.5%,66.4%,57.0%,42.5%
0.82,4.2%,10.4%,43.8%,85.7%,44.4%
1.53,6.0%,4.0%,70.0%,62.9%,73.3%
1.04,2.7%,4.4%,55.8%,61.9%,60.0%
1.09,2.8%,0.0%,68.1%,61.2%,60.9%
1.53,5.8%,0.0%,53.8%,75.0%,70.8%
1.37,5.5%,3.6%,58.2%,78.1%,56.5%
1.72,0.0%,4.1%,67.3%,78.8%,56.3%
0.68,0.0%,3.4%,69.5%,53.7%,38.9%
1.31,1.0%,2.0%,61.8%,65.1%,69.2%
1.05,1.1%,5.4%,59.1%,69.1%,68.4%
1.14,4.1%,10.2%,61.2%,65.0%,42.1%
0.61,3.5%,3.5%,66.7%,57.9%,47.4%
1.07,7.6%,7.0%,53.5%,67.4%,41.3%
1.04,6.6%,7.7%,57.5%,70.2%,36.4%
0.70,3.6%,4.8%,56.6%,48.9%,55.6%
1.13,2.1%,4.2%,64.8%,70.7%,48.0%
1.19,5.1%,4.3%,52.1%,68.9%,62.5%
1.41,17.8%,3.3%,66.7%,70.0%,63.3%
0.88,3.4%,3.4%,56.3%,67.3%,47.4%
1.10,6.7%,7.6%,58.8%,72.9%,46.9%
1.10,4.4%,3.3%,61.5%,73.2%,54.3%
0.64,1.3%,2.6%,55.3%,52.4%,61.8%
0.78,5.0%,1.7%,63.3%,68.4%,36.4%
0.98,6.1%,5.3%,53.0%,68.6%,59.7%
1.03,3.1%,7.1%,53.1%,76.9%,50.0%
1.76,8.3%,6.7%,63.3%,81.6%,54.5%
0.56,7.0%,7.0%,55.8%,66.7%,36.8%
1.28,12.2%,5.4%,58.1%,79.1%,64.5%
1.20,7.1%,4.3%,71.4%,76.0%,60.0%
0.79,3.6%,14.3%,50.0%,67.9%,42.9%
1.12,2.4%,6.1%,59.8%,77.6%,30.3%
0.83,0.0%,5.4%,50.0%,58.7%,54.3%
0.96,3.9%,2.9%,60.2%,72.6%,58.5%
2.01,6.5%,6.5%,60.9%,75.0%,61.1%
1.10,2.1%,4.1%,54.6%,77.4%,59.1%
0.73,3.8%,6.9%,54.2%,62.0%,46.7%
0.44,5.1%,3.4%,50.8%,53.3%,51.7%
