DR,A%,DF%,1stIn,1st%,2nd%
1.31,16.2%,8.8%,70.6%,83.3%,30.0%
0.28,12.5%,8.3%,47.9%,65.2%,48.0%
0.90,11.6%,4.2%,64.2%,75.4%,55.9%
0.73,13.4%,6.0%,61.2%,61.0%,53.8%
1.08,5.2%,9.3%,58.8%,68.4%,42.5%
0.77,16.2%,9.5%,60.8%,80.0%,44.8%
3.18,14.3%,14.3%,50.0%,100.0%,71.4%
2.00,43.8%,12.5%,70.8%,97.1%,50.0%
1.16,28.4%,6.9%,63.7%,84.6%,56.8%
0.46,10.9%,12.7%,54.5%,70.0%,36.0%
0.75,6.0%,12.0%,59.0%,78.0%,51.2%
1.21,20.3%,5.4%,64.9%,83.3%,38.5%
1.14,26.7%,9.3%,70.7%,84.9%,45.5%
0.71,5.4%,1.4%,62.2%,58.7%,39.3%
1.67,19.6%,4.3%,67.4%,74.2%,73.3%
1.12,15.0%,6.3%,60.0%,79.2%,50.0%
0.82,18.5%,5.6%,55.6%,70.0%,45.8%
1.08,14.6%,4.9%,60.2%,74.2%,53.7%
1.42,18.4%,6.6%,69.7%,83.0%,65.2%
0.79,0.0%,5.6%,66.7%,64.6%,41.7%
0.93,16.7%,7.8%,60.0%,79.6%,58.3%
0.80,7.7%,9.9%,60.4%,76.4%,47.2%
0.53,0.0%,0.0%,66.7%,60.7%,28.6%
1.31,14.9%,3.0%,71.6%,75.0%,73.7%
1.29,9.6%,5.5%,67.1%,87.8%,37.5%
1.25,15.0%,5.0%,71.7%,69.8%,70.6%
0.87,18.3%,8.3%,61.7%,67.6%,47.8%
1.53,7.5%,7.5%,67.9%,80.6%,41.2%
0.70,9.5%,13.5%,55.4%,80.5%,30.3%
0.71,16.2%,10.1%,59.6%,79.7%,45.0%
3.23,29.6%,1.9%,77.8%,88.1%,91.7%
0.28,9.3%,2.3%,65.1%,64.3%,26.7%
0.62,5.1%,3.4%,62.7%,70.3%,45.5%
1.36,8.3%,10.0%,60.0%,75.0%,50.0%
0.60,6.8%,2.5%,73.7%,73.6%,54.8%
2.29,23.8%,0.0%,78.6%,78.8%,77.8%
0.87,18.5%,12.3%,52.3%,67.6%,51.6%
1.00,13.0%,10.2%,62.0%,77.6%,39.0%
1.20,28.6%,10.4%,62.3%,87.5%,41.4%
1.64,17.0%,1.9%,64.2%,64.7%,73.7%
1.34,21.1%,7.0%,61.4%,74.3%,59.1%
1.34,19.2%,7.7%,61.5%,89.6%,60.0%
0.98,18.4%,10.2%,63.3%,85.5%,55.6%
1.61,31.6%,10.5%,52.6%,96.7%,55.6%
2.24,32.7%,4.1%,67.3%,90.9%,62.5%
1.06,18.5%,4.9%,63.0%,72.5%,70.0%
1.20,33.0%,6.8%,68.2%,81.7%,42.9%
1.12,4.6%,7.3%,63.3%,68.1%,55.0%
1.05,17.1%,3.9%,61.8%,76.6%,48.3%
0.68,8.8%,1.8%,64.9%,64.9%,50.0%
1.20,25.9%,11.1%,70.4%,89.5%,50.0%
0.90,23.8%,5.0%,65.3%,75.8%,45.7%
1.64,24.1%,1.7%,72.4%,81.0%,62.5%
0.68,10.2%,5.1%,66.1%,76.9%,45.0%
1.42,21.6%,2.0%,72.5%,91.9%,35.7%
0.77,11.9%,2.4%,59.5%,70.0%,50.0%
1.20,10.2%,8.5%,57.6%,79.4%,60.0%
0.80,10.6%,9.4%,58.8%,66.0%,37.1%
1.17,19.0%,7.0%,68.0%,76.5%,40.6%
0.96,12.5%,9.1%,58.0%,74.5%,43.2%
0.93,16.5%,5.5%,64.2%,74.3%,38.5%
1.20,14.9%,8.1%,66.2%,85.7%,44.0%
0.79,16.1%,6.6%,59.1%,72.8%,48.2%
0.40,10.1%,4.0%,71.7%,60.6%,46.4%
0.67,5.2%,3.1%,62.9%,70.5%,52.8%
1.42,16.1%,1.6%,61.3%,76.3%,70.8%
0.82,13.6%,6.8%,62.1%,81.3%,56.4%
0.45,1.7%,17.2%,55.2%,62.5%,30.8%
1.13,9.5%,6.0%,64.3%,72.2%,56.7%
1.15,15.9%,4.3%,60.9%,78.6%,70.4%
0.69,13.8%,13.8%,52.1%,73.5%,44.4%
0.86,4.6%,9.3%,54.6%,71.2%,34.7%
0.93,12.6%,4.5%,64.0%,74.6%,47.5%
1.50,6.1%,6.1%,60.6%,77.5%,61.5%
1.18,14.9%,12.2%,63.5%,76.6%,40.7%
0.62,9.4%,9.4%,56.6%,56.7%,26.1%
0.60,7.0%,9.3%,68.6%,84.7%,40.7%
1.19,13.8%,7.7%,56.9%,78.4%,53.6%
1.46,7.7%,11.5%,55.8%,75.9%,52.2%
0.60,8.5%,0.0%,57.6%,58.8%,40.0%
0.50,5.7%,5.7%,56.6%,56.7%,56.5%
0.45,3.2%,9.7%,61.3%,63.2%,33.3%
