DR,A%,DF%,1stIn,1st%,2nd%
2.26,19.0%,0.0%,53.4%,100.0%,63.0%
1.33,24.4%,2.3%,54.7%,80.9%,56.4%
1.97,17.1%,0.0%,48.8%,90.0%,57.1%
1.58,21.8%,3.6%,63.6%,85.7%,50.0%
0.86,5.4%,3.6%,46.4%,65.4%,53.3%
1.16,20.3%,1.4%,54.1%,72.5%,58.8%
0.96,9.8%,1.1%,65.2%,71.7%,68.8%
1.06,7.6%,2.2%,56.5%,75.0%,50.0%
0.87,10.8%,2.0%,57.8%,74.6%,58.1%
1.20,7.7%,0.7%,57.7%,82.9%,60.0%
0.58,10.1%,0.0%,61.6%,67.2%,52.6%
1.74,26.2%,3.3%,60.7%,83.8%,66.7%
1.75,13.3%,1.7%,63.3%,78.9%,72.7%
0.97,10.7%,1.2%,64.3%,77.8%,50.0%
0.78,3.7%,0.0%,59.6%,63.1%,40.9%
1.12,5.3%,1.3%,56.0%,71.4%,72.7%
2.24,31.0%,0.0%,66.7%,82.1%,71.4%
1.23,5.6%,1.4%,67.6%,75.0%,47.8%
1.34,8.2%,2.0%,55.1%,66.7%,59.1%
0.96,8.7%,2.2%,66.3%,70.5%,51.6%
0.76,4.3%,0.0%,68.1%,59.4%,53.3%
1.42,7.0%,0.0%,63.2%,63.9%,71.4%
1.35,10.3%,1.5%,61.8%,78.6%,53.8%
1.48,6.6%,2.6%,61.8%,83.0%,51.7%
1.35,13.4%,0.0%,62.7%,66.7%,60.0%
0.70,5.1%,10.2%,55.9%,75.8%,38.5%
1.79,20.4%,2.0%,57.1%,82.1%,66.7%
0.81,7.6%,0.0%,43.9%,69.0%,48.6%
1.48,8.9%,0.0%,60.7%,79.4%,54.5%
1.45,14.8%,1.6%,57.4%,71.4%,57.7%
1.39,12.9%,0.0%,53.2%,81.8%,58.6%
0.97,18.5%,1.2%,65.4%,69.8%,53.6%
1.60,11.5%,0.0%,60.7%,86.5%,58.3%
1.32,22.2%,2.8%,73.6%,84.9%,63.2%
1.47,30.4%,3.6%,64.3%,77.8%,65.0%
0.79,16.2%,6.3%,55.9%,67.7%,46.9%
1.16,12.0%,3.6%,55.4%,82.6%,40.5%
1.48,18.9%,3.8%,52.8%,85.7%,48.0%
1.68,14.5%,1.8%,50.9%,89.3%,66.7%
0.67,4.4%,1.5%,48.5%,63.6%,45.7%
0.70,5.7%,1.4%,54.3%,73.7%,40.6%
1.31,4.5%,4.5%,55.2%,67.6%,53.3%
0.81,7.6%,3.8%,54.4%,67.4%,41.7%
1.06,19.6%,3.3%,56.5%,78.8%,37.5%
1.72,25.4%,3.4%,64.4%,86.8%,61.9%
0.71,17.4%,4.3%,46.4%,68.8%,43.2%
0.34,6.1%,4.1%,53.1%,57.7%,26.1%
0.65,8.3%,2.4%,61.9%,84.6%,56.3%
0.85,7.2%,4.5%,57.7%,75.0%,36.2%
0.94,12.4%,2.1%,56.7%,70.9%,59.5%
0.78,16.1%,1.7%,70.3%,79.5%,51.4%
1.18,17.3%,3.8%,65.4%,77.9%,55.6%
1.09,14.3%,3.9%,59.7%,78.3%,51.6%
2.63,21.9%,0.0%,50.0%,93.8%,62.5%
0.62,10.3%,1.5%,55.9%,76.3%,36.7%
1.10,11.5%,2.6%,62.8%,79.6%,51.7%
2.58,16.7%,0.0%,64.3%,92.6%,60.0%
