DR,A%,DF%,1stIn,1st%,2nd%
0.67,5.2%,3.4%,56.9%,66.7%,48.0%
1.19,11.6%,4.2%,60.0%,78.9%,52.6%
1.05,5.8%,1.4%,79.7%,70.9%,64.3%
0.84,1.2%,1.2%,72.3%,61.7%,34.8%
0.66,7.1%,1.4%,62.9%,70.5%,50.0%
1.50,13.7%,2.7%,65.8%,87.5%,68.0%
1.42,8.6%,1.7%,70.7%,73.2%,70.6%
0.59,1.7%,0.0%,74.6%,72.7%,66.7%
1.30,18.9%,2.1%,67.4%,73.4%,67.7%
0.80,7.0%,7.9%,56.1%,71.9%,46.0%
1.25,15.7%,4.8%,53.0%,81.8%,61.5%
0.81,9.1%,3.0%,60.6%,77.5%,50.0%
0.75,0.0%,7.5%,52.8%,64.3%,28.0%
1.20,5.7%,6.8%,58.0%,78.4%,37.8%
0.74,1.6%,1.6%,51.6%,62.5%,30.0%
