DR,A%,DF%,1stIn,1st%,2nd%
0.80,3.4%,5.2%,60.3%,54.3%,30.4%
0.88,1.2%,1.2%,75.9%,61.9%,45.0%
0.97,2.9%,4.4%,61.8%,66.7%,42.3%
1.18,3.8%,2.9%,63.5%,75.8%,42.1%
1.02,4.6%,2.8%,63.0%,75.0%,50.0%
1.25,7.9%,2.6%,50.0%,73.7%,63.2%
0.81,1.5%,1.5%,60.3%,70.7%,44.4%
2.06,12.8%,0.0%,72.3%,73.5%,84.6%
0.57,3.7%,3.7%,63.0%,52.9%,25.0%
1.07,1.9%,2.6%,54.2%,61.9%,47.9%
0.68,8.6%,2.9%,55.7%,53.8%,51.6%
0.33,6.3%,8.3%,52.1%,48.0%,43.5%
1.02,2.8%,1.9%,63.9%,66.7%,59.0%
1.07,9.2%,5.7%,51.7%,75.6%,57.1%
1.35,3.1%,0.0%,43.1%,64.3%,67.6%
1.04,7.5%,1.3%,64.2%,71.6%,52.6%
0.83,4.7%,5.7%,65.1%,58.0%,37.8%
0.70,5.9%,3.9%,64.7%,45.5%,38.9%
0.98,1.1%,2.3%,68.2%,58.3%,57.1%
1.25,3.4%,3.4%,42.4%,76.0%,47.1%
2.36,5.5%,3.6%,40.0%,90.9%,75.8%
0.72,1.4%,6.9%,59.7%,58.1%,41.4%
0.87,1.0%,4.0%,61.4%,59.7%,46.2%
1.22,6.4%,5.1%,52.6%,70.7%,48.6%
1.88,10.4%,2.1%,47.9%,82.6%,68.0%
1.10,6.9%,4.6%,54.0%,68.1%,42.5%
1.35,7.9%,4.8%,61.9%,87.2%,50.0%
0.68,2.5%,0.0%,46.9%,50.0%,51.2%
0.80,4.0%,4.0%,58.0%,58.6%,42.9%
1.17,2.0%,3.0%,73.0%,65.8%,51.9%
1.87,3.9%,5.9%,60.8%,71.0%,60.0%
0.63,5.2%,3.9%,62.3%,62.5%,48.3%
1.17,3.9%,5.2%,55.8%,72.1%,55.9%
1.02,4.3%,1.1%,39.4%,56.8%,52.6%
0.84,8.7%,2.2%,58.7%,51.9%,57.9%
0.79,4.1%,6.8%,51.4%,55.3%,36.1%
1.55,9.1%,3.0%,69.7%,82.6%,60.0%
5.25,11.1%,11.1%,77.8%,100.0%,50.0%
2.55,0.0%,0.0%,53.8%,71.4%,66.7%
0.62,0.0%,1.9%,64.8%,34.3%,47.4%
1.20,10.4%,0.0%,58.2%,69.2%,53.6%
1.06,3.3%,4.4%,64.4%,69.0%,40.6%
1.23,3.4%,3.4%,50.8%,56.7%,51.7%
0.82,2.8%,2.8%,50.0%,75.0%,58.3%
1.05,5.8%,5.8%,66.3%,70.2%,44.8%
0.57,10.6%,1.5%,63.6%,69.0%,37.5%
1.03,4.1%,7.4%,54.9%,73.1%,41.8%
0.74,7.5%,4.5%,52.2%,57.1%,40.6%
1.05,5.9%,4.7%,54.1%,58.7%,48.7%
1.05,2.5%,4.2%,61.0%,59.7%,47.8%
0.93,11.0%,2.4%,62.2%,68.6%,58.1%
0.68,0.0%,0.0%,79.6%,48.8%,72.7%
1.15,4.2%,4.2%,58.3%,64.3%,56.7%
