DR,A%,DF%,1stIn,1st%,2nd%
1.15,9.0%,11.2%,51.7%,80.4%,44.2%
0.46,4.0%,8.0%,70.0%,54.3%,26.7%
1.26,20.0%,10.8%,61.5%,85.0%,32.0%
0.43,6.7%,20.0%,55.0%,72.7%,25.9%
1.14,19.1%,2.6%,67.8%,75.6%,54.1%
1.10,11.7%,3.6%,65.8%,72.6%,52.6%
0.94,12.3%,8.0%,55.1%,76.3%,46.8%
0.91,15.7%,9.0%,59.6%,73.6%,47.2%
0.95,14.1%,1.6%,67.2%,81.4%,38.1%
1.09,5.2%,3.1%,58.3%,76.8%,42.5%
1.40,15.5%,5.2%,60.3%,80.0%,60.9%
0.77,1.5%,3.0%,63.6%,59.5%,37.5%
1.59,0.0%,5.6%,55.6%,80.0%,54.2%
0.72,8.3%,2.8%,58.3%,78.6%,56.7%
1.09,5.7%,2.9%,61.4%,74.4%,63.0%
2.42,17.4%,8.7%,58.7%,77.8%,73.7%
0.96,11.0%,1.1%,60.4%,70.9%,66.7%
4.14,8.3%,2.8%,61.1%,95.5%,78.6%
0.99,4.5%,8.0%,62.5%,82.9%,38.1%
0.75,3.0%,9.1%,81.8%,61.1%,8.3%
0.72,0.0%,7.1%,64.3%,74.1%,33.3%
0.54,22.4%,10.2%,55.1%,81.5%,50.0%
0.79,4.7%,5.9%,48.2%,73.2%,47.7%
0.90,3.0%,11.9%,58.2%,66.7%,46.4%
1.03,8.3%,9.3%,67.6%,71.2%,42.9%
1.18,4.2%,7.0%,52.1%,73.0%,58.8%
0.68,8.2%,8.2%,52.1%,63.2%,28.6%
0.53,0.0%,4.4%,67.6%,58.7%,31.8%
1.50,5.4%,5.4%,57.1%,81.3%,58.3%
1.04,11.1%,8.9%,52.2%,72.3%,41.9%
0.47,5.0%,6.7%,56.7%,55.9%,42.3%
1.10,7.1%,2.0%,57.6%,70.2%,57.1%
1.60,0.0%,10.2%,55.1%,77.8%,54.5%
0.78,3.9%,5.9%,51.0%,76.9%,44.0%
1.00,5.4%,3.6%,49.1%,70.9%,57.9%
