DR,A%,DF%,1stIn,1st%,2nd%
1.89,6.0%,8.0%,44.0%,86.4%,67.9%
1.49,7.8%,2.0%,58.8%,66.7%,61.9%
1.79,10.0%,4.0%,68.0%,73.5%,68.8%
0.86,1.1%,8.4%,51.6%,63.3%,43.5%
1.07,5.9%,4.9%,60.8%,67.7%,60.0%
0.71,11.3%,2.8%,70.4%,78.0%,19.0%
0.32,4.3%,6.5%,58.7%,48.1%,21.1%
0.90,9.4%,7.1%,54.3%,71.0%,43.1%
1.54,10.5%,3.5%,57.9%,75.8%,50.0%
0.78,3.4%,3.4%,53.4%,67.7%,37.0%
1.14,11.5%,3.8%,69.2%,70.4%,50.0%
2.49,15.9%,0.0%,61.4%,88.9%,76.5%
1.17,7.7%,1.3%,69.2%,74.1%,50.0%
0.80,5.6%,3.7%,74.1%,52.5%,28.6%
0.72,2.1%,4.3%,61.7%,56.9%,58.3%
0.70,7.7%,1.9%,73.1%,60.5%,50.0%
0.88,9.4%,5.9%,58.8%,64.0%,42.9%
1.54,9.6%,13.5%,61.5%,78.1%,55.0%
0.80,7.1%,3.0%,70.7%,71.4%,72.4%
0.98,15.7%,1.1%,61.8%,67.3%,47.1%
1.01,3.9%,5.9%,68.6%,71.4%,53.1%
0.94,0.9%,2.6%,71.3%,64.6%,36.4%
0.84,5.8%,4.3%,60.9%,66.7%,40.7%
