DR,A%,DF%,1stIn,1st%,2nd%
0.76,3.5%,1.8%,63.2%,66.7%,33.3%
1.89,17.5%,3.5%,71.9%,85.4%,68.8%
2.44,7.5%,2.5%,52.5%,71.4%,78.9%
0.64,6.0%,1.2%,61.4%,70.6%,53.1%
0.77,6.6%,2.6%,68.4%,71.2%,58.3%
1.15,4.7%,1.9%,71.0%,65.8%,58.1%
2.75,10.8%,2.7%,64.9%,87.5%,61.5%
0.78,2.9%,4.4%,60.3%,58.5%,55.6%
1.27,4.8%,4.8%,63.9%,66.0%,63.3%
1.10,7.8%,2.6%,67.5%,65.4%,40.0%
1.24,6.6%,1.9%,57.5%,82.0%,51.1%
1.17,5.9%,0.0%,69.1%,76.6%,71.4%
1.31,6.3%,1.0%,68.8%,74.2%,66.7%
1.36,9.7%,5.6%,70.8%,78.4%,66.7%
0.68,6.5%,4.3%,71.7%,50.0%,50.0%
1.38,7.8%,5.2%,58.4%,82.2%,62.5%
0.84,0.0%,1.1%,65.9%,63.3%,38.7%
0.54,9.0%,4.5%,73.1%,65.3%,55.6%
1.07,25.4%,3.2%,76.2%,75.0%,60.0%
1.53,16.1%,3.6%,62.5%,77.1%,61.9%
0.81,0.0%,1.8%,54.5%,53.3%,56.0%
1.04,5.1%,4.0%,64.6%,70.3%,48.6%
1.20,7.9%,5.0%,64.4%,80.0%,52.8%
0.78,4.2%,2.8%,64.8%,60.9%,52.0%
0.75,1.2%,4.9%,65.9%,59.3%,46.4%
0.96,11.2%,0.9%,67.3%,62.5%,54.3%
1.47,10.3%,3.4%,63.8%,81.1%,61.9%
1.41,9.2%,6.2%,73.8%,70.8%,58.8%
0.90,3.9%,2.0%,67.6%,56.5%,45.5%
0.91,16.9%,0.0%,79.7%,74.5%,50.0%
1.58,5.4%,1.8%,76.8%,79.1%,46.2%
1.50,11.3%,3.8%,66.0%,74.3%,55.6%
0.69,9.7%,8.8%,55.8%,66.7%,42.0%
0.56,0.0%,1.7%,69.5%,65.9%,38.9%
1.24,13.2%,2.6%,69.7%,73.6%,39.1%
1.32,7.1%,5.4%,69.6%,66.7%,47.1%
1.17,1.4%,5.6%,69.0%,63.3%,50.0%
0.72,9.3%,3.7%,74.8%,63.7%,48.1%
1.10,11.7%,3.2%,72.3%,66.2%,50.0%
2.24,13.2%,5.7%,60.4%,84.4%,81.0%
1.59,6.3%,2.1%,66.3%,82.5%,59.4%
1.70,21.6%,5.9%,60.8%,77.4%,75.0%
0.61,7.4%,1.5%,63.2%,72.1%,56.0%
1.22,4.8%,1.9%,70.5%,75.7%,54.8%
1.93,12.7%,4.8%,73.0%,84.8%,64.7%
0.68,3.6%,7.3%,60.0%,63.6%,31.8%
1.52,7.0%,4.2%,64.8%,76.1%,72.0%
1.25,7.3%,4.9%,65.9%,68.5%,64.3%
0.87,9.2%,7.6%,58.8%,60.0%,40.8%
1.18,7.7%,1.5%,56.9%,62.2%,57.1%
1.11,8.5%,5.6%,57.7%,75.6%,46.7%
0.45,7.0%,4.7%,65.1%,46.4%,46.7%
0.58,3.7%,7.4%,51.9%,50.0%,50.0%
0.68,4.7%,9.4%,40.6%,76.9%,44.7%
0.69,5.8%,13.5%,46.2%,70.8%,32.1%
0.96,9.5%,1.2%,65.5%,72.7%,62.1%
0.36,3.7%,1.9%,68.5%,64.9%,23.5%
0.89,11.4%,4.5%,59.1%,69.2%,52.8%
1.24,7.9%,9.2%,53.9%,85.4%,48.6%
