DR,A%,DF%,1stIn,1st%,2nd%
1.10,21.1%,1.3%,59.2%,86.7%,71.0%
0.74,13.5%,9.0%,51.9%,71.0%,51.6%
0.68,3.9%,3.1%,53.5%,72.5%,51.7%
0.70,5.7%,3.8%,50.9%,74.1%,46.2%
1.18,6.9%,4.6%,50.6%,72.7%,60.5%
0.88,7.5%,5.0%,57.5%,65.2%,35.3%
1.18,7.9%,3.4%,58.4%,67.3%,48.6%
1.55,30.3%,3.0%,60.6%,92.5%,46.2%
1.66,12.7%,0.0%,54.5%,76.7%,64.0%
1.32,13.8%,1.5%,55.4%,77.8%,48.3%
1.17,12.3%,6.2%,55.6%,77.8%,47.2%
0.74,14.9%,4.1%,56.8%,73.8%,56.3%
1.15,15.0%,5.6%,57.9%,80.6%,66.7%
0.68,2.9%,4.3%,52.9%,70.3%,33.3%
0.95,5.6%,4.2%,63.9%,78.3%,50.0%
0.73,3.4%,3.4%,47.1%,87.8%,45.7%
0.72,15.3%,4.5%,64.0%,73.2%,57.5%
1.70,23.5%,0.0%,58.8%,76.7%,71.4%
1.45,8.5%,6.8%,57.6%,91.2%,48.0%
0.58,7.3%,0.0%,56.4%,64.5%,62.5%
1.28,10.4%,9.0%,44.8%,86.7%,43.2%
0.57,6.9%,1.7%,63.8%,62.2%,57.1%
1.51,6.7%,5.3%,50.7%,89.5%,67.6%
0.99,3.4%,6.9%,59.8%,90.4%,51.4%
1.54,14.7%,5.9%,48.5%,87.9%,60.0%
0.73,4.7%,3.5%,59.3%,54.9%,48.6%
0.63,11.7%,8.3%,56.7%,73.5%,50.0%
0.91,1.0%,5.7%,52.4%,67.3%,54.0%
0.79,3.3%,5.7%,59.0%,61.1%,36.0%
0.73,1.5%,3.0%,61.2%,68.3%,42.3%
0.36,6.0%,6.0%,55.2%,73.0%,33.3%
0.94,6.6%,7.9%,57.9%,75.0%,53.1%
0.78,3.6%,8.3%,50.0%,54.8%,50.0%
0.65,11.1%,6.3%,49.2%,80.6%,37.5%
0.79,5.9%,7.9%,49.5%,64.0%,45.1%
