DR,A%,DF%,1stIn,1st%,2nd%
1.17,16.7%,2.8%,66.7%,76.4%,66.7%
0.72,0.0%,5.1%,54.2%,59.4%,55.6%
0.61,14.3%,2.0%,63.3%,58.1%,33.3%
0.44,9.0%,2.6%,60.3%,68.1%,45.2%
0.81,5.9%,1.5%,58.8%,67.5%,53.6%
1.97,23.5%,5.9%,62.7%,84.4%,63.2%
0.51,14.9%,3.4%,54.0%,80.9%,32.5%
1.17,7.0%,4.2%,64.8%,71.7%,64.0%
0.90,15.8%,4.0%,65.3%,78.8%,37.1%
1.02,18.1%,1.2%,60.2%,78.0%,60.6%
0.73,9.0%,11.2%,48.3%,93.0%,39.1%
1.33,23.3%,6.7%,65.0%,92.3%,42.9%
0.88,6.6%,3.9%,55.3%,73.8%,50.0%
0.80,8.3%,1.7%,48.3%,65.5%,51.6%
0.94,5.6%,2.8%,59.3%,68.8%,45.5%
1.51,3.5%,3.5%,56.1%,81.3%,52.0%
1.23,4.8%,3.2%,54.8%,67.6%,64.3%
0.90,5.9%,6.9%,51.0%,63.5%,48.0%
0.69,8.6%,4.9%,53.1%,55.8%,50.0%
1.03,11.2%,4.1%,60.9%,69.9%,50.0%
0.98,12.5%,8.0%,48.9%,72.1%,48.9%
0.70,5.5%,1.8%,56.4%,67.7%,45.8%
0.79,9.3%,5.3%,58.7%,72.7%,38.7%
1.31,11.7%,2.9%,61.2%,84.1%,70.0%
0.80,2.4%,11.9%,59.5%,72.0%,11.8%
1.10,3.6%,3.6%,63.1%,69.8%,38.7%
1.31,10.8%,1.4%,58.1%,74.4%,67.7%
2.39,19.6%,0.0%,63.0%,93.1%,58.8%
1.32,7.1%,0.0%,57.1%,70.0%,66.7%
1.35,11.3%,1.6%,46.8%,82.8%,51.5%
0.61,3.7%,11.1%,46.3%,64.0%,48.3%
1.11,14.7%,7.3%,44.0%,87.5%,49.2%
0.45,10.2%,5.1%,50.8%,63.3%,37.9%
2.31,20.0%,2.5%,57.5%,82.6%,64.7%
0.51,0.0%,15.3%,40.7%,70.8%,42.9%
0.61,11.3%,6.5%,50.0%,77.4%,51.6%
1.36,11.8%,1.1%,61.3%,82.5%,66.7%
1.50,9.8%,9.8%,60.8%,80.6%,50.0%
1.75,7.1%,0.0%,57.1%,71.9%,83.3%
0.69,0.0%,8.0%,40.0%,45.0%,50.0%
0.41,1.8%,7.0%,45.6%,61.5%,51.6%
