DR,A%,DF%,1stIn,1st%,2nd%
0.59,6.3%,6.3%,46.9%,70.0%,55.9%
0.84,8.3%,1.7%,48.3%,58.6%,54.8%
1.84,13.0%,6.5%,63.0%,75.9%,70.6%
0.85,10.2%,3.1%,65.3%,71.9%,52.9%
3.07,21.4%,2.4%,69.0%,86.2%,84.6%
1.26,9.5%,3.6%,56.0%,78.7%,62.2%
1.37,20.3%,5.8%,58.0%,80.0%,58.6%
2.26,23.4%,2.1%,63.8%,83.3%,70.6%
0.89,4.8%,3.2%,54.8%,61.8%,50.0%
2.21,12.7%,1.8%,54.5%,83.3%,84.0%
0.73,10.7%,3.6%,46.4%,71.8%,48.9%
0.92,8.2%,4.1%,56.1%,65.5%,60.5%
1.10,8.6%,4.3%,62.9%,75.3%,65.1%
0.89,7.1%,4.0%,64.6%,57.8%,37.1%
0.58,1.5%,4.5%,56.7%,65.8%,55.2%
1.06,7.1%,6.1%,48.5%,79.2%,54.9%
1.20,11.4%,1.4%,71.4%,62.0%,60.0%
0.70,0.0%,9.6%,55.8%,58.6%,21.7%
1.09,3.4%,5.6%,51.7%,73.9%,48.8%
1.99,21.7%,4.3%,67.4%,80.6%,60.0%
1.90,11.5%,3.8%,48.1%,88.0%,59.3%
0.98,5.4%,10.8%,55.4%,73.2%,45.5%
1.00,1.8%,3.7%,60.7%,65.7%,54.7%
1.36,13.1%,5.1%,58.6%,72.4%,56.1%
0.63,17.2%,5.2%,56.9%,69.7%,48.0%
1.32,11.1%,8.3%,54.2%,74.4%,51.5%
1.96,2.2%,2.2%,46.7%,66.7%,79.2%
1.03,8.2%,3.1%,54.1%,67.9%,62.2%
2.84,17.9%,2.6%,61.5%,83.3%,80.0%
0.95,5.9%,4.7%,63.5%,63.0%,54.8%
0.98,6.1%,8.7%,56.5%,67.7%,36.0%
1.02,4.1%,6.1%,49.0%,62.5%,52.0%
0.92,5.0%,9.0%,51.0%,78.4%,36.7%
0.98,14.8%,7.0%,56.5%,73.8%,46.0%
1.36,14.8%,3.7%,59.3%,87.5%,31.8%
0.57,2.5%,3.4%,62.2%,73.0%,44.4%
1.23,22.7%,1.3%,64.0%,89.6%,40.7%
0.94,8.8%,4.4%,55.9%,73.7%,50.0%
1.06,13.0%,2.9%,50.7%,88.6%,64.7%
1.37,12.1%,5.2%,58.6%,88.2%,37.5%
0.94,6.2%,4.1%,55.9%,54.3%,50.0%
0.89,8.2%,2.9%,51.5%,69.3%,53.0%
0.80,13.5%,4.1%,54.1%,70.0%,29.4%
1.50,8.5%,2.1%,70.2%,75.8%,42.9%
