DR,A%,DF%,1stIn,1st%,2nd%
1.28,6.7%,5.3%,57.3%,69.8%,65.6%
1.42,4.1%,14.3%,57.1%,82.1%,47.6%
0.48,4.2%,8.5%,54.9%,71.8%,34.4%
1.13,7.3%,6.1%,57.3%,66.0%,68.6%
0.70,7.5%,5.7%,67.9%,75.0%,29.4%
1.90,0.0%,8.5%,53.2%,80.0%,77.3%
0.54,1.7%,8.5%,59.3%,65.7%,37.5%
0.74,2.7%,6.0%,53.7%,58.8%,53.6%
0.66,2.0%,17.6%,56.9%,69.0%,40.9%
1.12,2.2%,4.5%,69.7%,69.4%,63.0%
1.03,3.2%,3.2%,57.9%,60.0%,60.0%
1.25,2.6%,3.9%,57.9%,72.7%,65.6%
0.93,2.6%,6.5%,64.9%,62.0%,55.6%
1.03,9.1%,5.5%,52.7%,67.2%,59.6%
1.01,8.5%,8.5%,57.4%,70.4%,45.0%
0.84,1.8%,15.8%,57.9%,60.6%,37.5%
0.91,3.6%,3.6%,57.8%,66.7%,37.1%
1.44,3.8%,5.8%,73.1%,73.7%,42.9%
1.59,8.6%,0.0%,63.8%,70.3%,76.2%
0.64,0.0%,2.3%,55.8%,58.3%,31.6%
1.18,1.6%,7.8%,60.9%,66.7%,56.0%
1.13,3.6%,6.0%,58.3%,63.3%,54.3%
0.73,1.3%,3.8%,52.5%,45.2%,52.6%
1.01,2.5%,8.5%,61.9%,67.1%,42.2%
1.23,2.8%,0.0%,66.2%,78.7%,58.3%
0.59,6.3%,8.9%,51.9%,68.3%,42.1%
1.19,2.6%,7.7%,55.1%,81.4%,42.9%
0.34,0.0%,4.9%,48.8%,70.0%,47.6%
0.54,0.0%,6.0%,52.0%,50.0%,41.7%
0.70,3.4%,1.7%,69.5%,56.1%,50.0%
0.77,2.0%,4.0%,68.0%,58.8%,31.3%
0.95,0.0%,4.3%,67.0%,55.6%,58.1%
0.72,5.9%,8.4%,60.1%,64.8%,40.7%
1.56,6.7%,7.9%,51.7%,80.4%,62.8%
1.30,3.9%,2.0%,59.8%,75.4%,51.2%
0.64,5.1%,5.1%,59.3%,42.9%,50.0%
1.25,0.0%,1.6%,73.8%,62.2%,62.5%
0.87,3.7%,8.6%,49.4%,65.0%,56.1%
0.43,0.0%,4.1%,57.5%,66.7%,32.3%
0.80,4.8%,9.5%,54.8%,69.6%,31.6%
0.83,6.0%,1.2%,74.7%,61.3%,57.1%
0.97,2.0%,4.0%,75.8%,76.0%,41.7%
1.06,6.4%,3.8%,61.5%,62.5%,56.7%
0.44,2.0%,14.3%,65.3%,53.1%,35.3%
0.76,6.0%,3.6%,65.1%,57.4%,55.2%
1.09,4.4%,2.2%,66.7%,63.3%,43.3%
0.70,1.7%,3.4%,67.2%,69.2%,52.6%
1.26,8.2%,2.7%,67.1%,63.3%,75.0%
1.34,9.7%,3.2%,67.7%,78.6%,60.0%
1.02,6.6%,8.8%,65.9%,63.3%,51.6%
0.76,3.7%,4.3%,61.5%,59.6%,38.7%
