DR,A%,DF%,1stIn,1st%,2nd%
1.33,6.0%,6.0%,47.6%,82.5%,52.3%
1.32,12.0%,6.0%,50.6%,83.3%,56.1%
0.78,2.8%,4.7%,54.2%,67.2%,44.9%
1.70,4.0%,2.7%,64.0%,72.9%,74.1%
0.52,3.4%,1.7%,56.9%,48.5%,48.0%
1.59,5.7%,1.9%,41.5%,95.5%,54.8%
1.38,3.0%,1.5%,53.0%,74.3%,61.3%
1.54,7.7%,3.8%,50.0%,84.6%,53.8%
0.91,4.0%,3.0%,59.6%,67.8%,57.5%
0.78,0.0%,9.4%,53.1%,52.9%,46.7%
1.18,2.9%,4.3%,55.1%,68.4%,61.3%
0.84,7.6%,5.1%,45.6%,72.2%,41.9%
1.10,5.2%,3.1%,50.0%,58.3%,47.9%
1.30,1.4%,2.8%,63.4%,68.9%,53.8%
0.51,0.0%,1.6%,48.4%,54.8%,36.4%
0.76,3.2%,8.4%,46.3%,68.2%,43.1%
1.18,5.5%,2.7%,50.7%,78.4%,55.6%
1.03,6.6%,6.6%,56.6%,71.7%,45.7%
0.67,6.8%,0.0%,59.3%,65.7%,45.8%
0.72,11.9%,3.0%,59.7%,70.0%,44.4%
2.99,13.9%,2.8%,66.7%,83.3%,75.0%
1.35,13.8%,3.4%,48.3%,78.6%,46.7%
0.82,7.5%,8.8%,58.8%,76.6%,30.3%
0.94,9.5%,4.8%,57.1%,80.0%,40.0%
1.29,9.1%,6.1%,45.5%,83.3%,55.6%
0.85,1.9%,7.6%,59.0%,66.1%,41.9%
2.03,12.5%,1.8%,50.0%,89.3%,71.4%
1.03,7.0%,5.5%,57.8%,66.2%,59.3%
0.60,3.8%,1.3%,63.7%,52.9%,44.8%
1.25,9.3%,4.7%,63.6%,79.3%,57.4%
0.67,0.0%,5.6%,72.2%,55.8%,50.0%
1.07,5.1%,3.8%,48.1%,71.1%,58.5%
1.34,7.0%,5.3%,40.4%,87.0%,47.1%
0.66,3.7%,6.1%,62.2%,64.7%,38.7%
1.41,16.4%,4.1%,50.7%,78.4%,52.8%
1.55,4.0%,0.0%,68.0%,85.3%,50.0%
0.73,0.0%,2.9%,60.9%,64.3%,40.7%
0.80,3.9%,5.5%,58.6%,72.0%,47.2%
1.05,4.7%,4.7%,57.0%,67.3%,62.2%
1.34,14.3%,7.1%,51.2%,79.1%,53.7%
0.74,7.7%,2.2%,65.9%,75.0%,48.4%
0.82,5.1%,2.0%,61.6%,75.4%,50.0%
2.09,15.2%,0.0%,69.6%,90.6%,50.0%
1.37,8.8%,2.9%,67.6%,87.0%,36.4%
0.44,1.0%,5.7%,55.2%,62.1%,42.6%
0.66,0.0%,1.5%,63.1%,53.7%,58.3%
1.03,10.4%,3.9%,58.4%,73.3%,56.3%
1.11,3.4%,3.4%,64.0%,73.7%,62.5%
0.81,4.2%,2.8%,61.1%,61.4%,50.0%
0.97,1.0%,6.7%,45.2%,72.3%,52.6%
2.67,5.0%,2.5%,60.0%,100.0%,50.0%
0.65,1.8%,9.1%,47.3%,69.2%,37.9%
0.96,4.8%,2.4%,58.9%,69.9%,45.1%
1.12,4.0%,2.7%,65.3%,73.5%,50.0%
1.63,4.8%,4.8%,58.1%,86.1%,69.2%
0.93,4.4%,6.7%,56.7%,64.7%,51.3%
0.62,3.1%,2.1%,57.3%,65.5%,51.2%
1.41,7.6%,4.8%,50.5%,69.8%,69.2%
0.91,8.8%,0.0%,63.2%,67.4%,68.0%
1.53,7.7%,5.8%,63.5%,72.7%,52.6%
1.60,6.4%,2.1%,63.8%,86.7%,41.2%
0.62,2.2%,5.5%,51.6%,70.2%,27.3%
2.14,7.7%,4.6%,60.0%,76.9%,76.9%
0.11,0.0%,7.3%,58.5%,50.0%,29.4%
1.04,6.1%,4.0%,55.6%,67.3%,52.3%
1.51,8.0%,4.0%,54.0%,81.5%,52.2%
0.78,0.0%,2.1%,70.2%,54.5%,57.1%
1.32,11.3%,0.0%,64.5%,70.0%,50.0%
1.15,6.2%,2.1%,63.9%,75.8%,54.3%
0.69,4.3%,6.4%,57.4%,74.1%,45.0%
1.31,2.7%,5.5%,46.6%,67.6%,53.8%
0.99,2.5%,4.2%,60.0%,70.8%,56.3%
0.48,7.0%,1.8%,57.9%,69.7%,50.0%
2.42,18.8%,6.3%,60.4%,93.1%,63.2%
1.27,3.5%,0.0%,63.2%,75.0%,71.4%
0.77,1.4%,2.7%,58.9%,69.8%,60.0%
0.53,1.1%,3.3%,62.2%,58.9%,52.9%
1.51,15.7%,4.3%,68.6%,81.3%,63.6%
2.32,17.8%,6.7%,62.2%,96.4%,58.8%
1.77,5.7%,1.9%,50.9%,81.5%,69.2%
0.54,9.0%,4.5%,64.2%,69.8%,41.7%
1.15,11.4%,2.5%,57.0%,75.6%,50.0%
0.78,2.6%,5.2%,53.4%,69.4%,48.1%
0.54,0.0%,3.6%,62.7%,71.2%,29.0%
0.73,0.9%,3.7%,59.3%,59.4%,36.4%
0.80,5.9%,2.2%,61.5%,62.7%,50.0%
1.64,8.2%,3.1%,69.4%,82.4%,70.0%
0.52,3.4%,1.7%,56.9%,63.6%,44.0%
1.51,14.3%,3.6%,55.4%,77.4%,64.0%
0.59,0.0%,1.3%,65.8%,63.5%,29.6%
1.24,5.6%,4.2%,60.6%,60.5%,53.6%
1.52,3.3%,3.3%,60.0%,86.1%,70.8%
0.99,4.3%,4.3%,50.0%,78.3%,47.8%
0.49,0.0%,0.0%,70.0%,42.9%,44.4%
1.22,8.0%,2.3%,52.3%,91.3%,52.4%
1.58,10.3%,1.7%,58.6%,73.5%,70.8%
0.58,7.1%,1.2%,66.7%,67.9%,50.0%
1.77,19.7%,4.9%,62.3%,86.8%,65.2%
1.11,14.1%,4.2%,69.0%,75.5%,36.4%
0.47,6.3%,6.3%,58.3%,64.3%,30.0%
0.60,1.7%,1.7%,55.2%,68.8%,34.6%
1.01,5.1%,2.6%,69.2%,77.8%,45.8%
0.95,5.3%,5.3%,61.4%,75.7%,50.0%
0.93,5.6%,5.6%,62.0%,74.6%,41.5%
0.50,10.2%,6.8%,67.8%,72.5%,15.8%
1.07,8.3%,5.2%,54.2%,73.1%,61.4%
1.27,15.1%,5.5%,54.8%,75.0%,57.6%
1.24,2.8%,2.8%,65.3%,78.7%,48.0%
1.21,5.9%,8.8%,60.3%,80.5%,48.1%
0.55,10.4%,0.0%,58.4%,66.7%,50.0%
1.07,9.4%,2.6%,54.7%,73.4%,45.3%
1.51,1.5%,1.5%,62.7%,76.2%,68.0%
0.64,5.9%,13.7%,33.3%,70.6%,35.3%
0.72,5.1%,3.8%,64.6%,68.6%,57.1%
1.50,13.6%,3.4%,64.4%,76.3%,52.4%
0.92,10.6%,5.7%,60.2%,67.6%,44.9%
0.98,6.7%,3.8%,65.4%,69.1%,44.4%
0.73,11.7%,4.3%,57.4%,66.7%,45.0%
0.64,4.9%,7.3%,61.0%,68.0%,50.0%
1.94,15.1%,3.8%,56.6%,83.3%,78.3%
0.87,4.2%,0.0%,52.8%,68.4%,50.0%
1.03,7.0%,1.2%,72.1%,74.2%,54.2%
1.39,14.0%,1.8%,63.2%,72.2%,57.1%
1.16,8.6%,2.2%,68.8%,78.1%,44.8%
0.63,5.9%,4.9%,53.9%,69.1%,46.8%
1.58,9.6%,2.7%,60.3%,84.1%,58.6%
1.01,6.9%,1.5%,59.2%,68.8%,54.7%
0.90,2.4%,4.8%,59.5%,64.0%,55.9%
0.69,2.5%,5.0%,70.0%,67.9%,41.7%
1.13,3.9%,3.9%,70.1%,68.5%,56.5%
0.71,9.7%,6.5%,53.2%,54.5%,55.2%
1.50,6.5%,0.0%,61.3%,76.3%,62.5%
0.69,8.8%,3.5%,68.4%,64.1%,50.0%
0.99,11.2%,3.7%,65.4%,78.6%,56.8%
1.45,14.9%,1.4%,66.2%,77.6%,60.0%
0.97,15.6%,0.0%,77.9%,73.3%,47.1%
1.06,7.8%,0.0%,70.3%,64.4%,57.9%
0.48,9.9%,2.8%,56.3%,70.0%,38.7%
1.15,8.0%,9.3%,53.3%,80.0%,54.3%
2.12,18.2%,0.0%,60.6%,90.0%,76.9%
1.12,9.5%,0.0%,59.5%,68.2%,66.7%
0.75,11.7%,5.0%,65.0%,74.4%,28.6%
1.16,12.5%,6.3%,56.3%,80.6%,39.3%
1.29,9.2%,0.0%,60.0%,79.5%,53.8%
0.61,10.3%,4.1%,68.0%,60.6%,35.5%
1.01,6.3%,3.9%,66.9%,77.6%,50.0%
1.46,12.3%,6.2%,61.7%,76.0%,61.3%
0.93,7.4%,6.4%,56.4%,67.9%,41.5%
1.16,2.7%,1.3%,50.7%,63.2%,45.9%
0.89,4.3%,1.4%,56.5%,61.5%,56.7%
1.53,8.5%,8.5%,67.8%,80.0%,36.8%
