DR,A%,DF%,1stIn,1st%,2nd%
1.20,19.0%,14.3%,56.0%,91.5%,43.2%
0.76,8.0%,12.0%,54.7%,63.4%,41.2%
1.08,4.6%,3.4%,44.8%,76.9%,52.1%
1.67,5.7%,7.5%,49.1%,69.2%,63.0%
0.69,2.0%,6.1%,65.3%,50.0%,23.5%
1.22,2.9%,1.5%,70.6%,68.8%,60.0%
1.22,5.7%,2.3%,74.7%,69.2%,50.0%
1.02,2.8%,4.6%,54.6%,64.4%,46.9%
0.77,8.6%,1.0%,61.9%,75.4%,52.5%
1.26,11.5%,0.0%,70.5%,72.1%,55.6%
1.31,6.1%,3.0%,56.1%,81.1%,69.0%
0.44,2.8%,2.8%,62.5%,60.0%,51.9%
0.97,4.2%,4.2%,66.2%,72.3%,41.7%
1.15,9.0%,3.4%,64.0%,77.2%,37.5%
0.67,2.7%,1.4%,60.8%,57.8%,41.4%
0.88,6.6%,7.9%,56.6%,69.8%,51.5%
0.78,2.6%,3.8%,51.3%,80.0%,47.4%
1.18,11.3%,7.0%,60.6%,67.4%,50.0%
0.93,6.4%,5.5%,57.3%,76.2%,44.7%
2.26,8.3%,2.1%,60.4%,89.7%,73.7%
1.13,3.9%,5.3%,65.8%,58.0%,50.0%
1.49,7.7%,9.6%,59.6%,74.2%,61.9%
1.05,4.6%,6.9%,56.3%,73.5%,42.1%
2.10,5.6%,0.0%,68.5%,91.9%,58.8%
2.14,18.8%,2.1%,62.5%,80.0%,77.8%
1.11,9.1%,6.1%,57.6%,75.4%,61.9%
1.01,8.1%,8.1%,54.7%,83.0%,51.3%
1.21,7.8%,1.6%,57.8%,75.7%,51.9%
0.81,4.2%,4.2%,61.1%,70.5%,32.1%
1.00,3.8%,3.8%,69.2%,59.3%,45.8%
1.24,6.3%,1.6%,51.6%,81.8%,58.1%
0.70,0.0%,2.3%,73.6%,56.3%,65.2%
1.51,1.9%,1.9%,41.5%,77.3%,54.8%
1.79,0.0%,0.0%,55.6%,90.0%,66.7%
