DR,A%,DF%,1stIn,1st%,2nd%
1.15,3.3%,2.2%,62.0%,70.2%,48.6%
1.49,10.3%,0.0%,74.1%,67.4%,80.0%
1.50,3.8%,0.0%,73.1%,68.4%,71.4%
0.83,4.2%,3.1%,63.5%,59.0%,31.4%
1.15,8.8%,1.3%,62.5%,70.0%,53.3%
0.86,9.1%,1.0%,63.6%,61.9%,50.0%
0.85,5.4%,3.2%,63.4%,67.8%,47.1%
1.16,8.9%,0.0%,62.4%,66.7%,50.0%
1.55,8.1%,1.2%,70.9%,78.7%,64.0%
0.59,10.6%,4.3%,68.1%,53.1%,26.7%
1.18,7.5%,1.1%,75.3%,65.7%,73.9%
1.05,6.4%,2.8%,64.2%,67.1%,43.6%
1.37,1.5%,4.5%,64.2%,72.1%,50.0%
0.97,6.5%,4.8%,64.5%,67.5%,50.0%
1.45,7.8%,3.9%,61.0%,78.7%,50.0%
1.60,22.0%,0.0%,64.4%,78.9%,61.9%
0.68,0.0%,3.7%,68.5%,45.9%,41.2%
1.22,7.6%,1.1%,66.3%,65.6%,61.3%
6.57,11.1%,0.0%,63.0%,88.2%,90.0%
0.59,7.5%,1.9%,66.0%,48.6%,33.3%
0.76,3.2%,0.0%,69.8%,59.1%,21.1%
0.47,2.3%,6.8%,63.6%,53.6%,25.0%
0.81,0.8%,0.0%,76.2%,62.5%,46.7%
1.91,0.0%,2.1%,70.2%,75.8%,64.3%
0.58,6.1%,0.0%,61.2%,60.0%,47.4%
1.83,12.0%,0.0%,64.0%,81.3%,55.6%
0.72,0.0%,1.1%,52.7%,72.9%,44.2%
1.15,16.5%,2.8%,60.6%,74.2%,55.8%
0.91,6.7%,0.0%,64.4%,69.0%,68.8%
0.79,10.9%,0.0%,62.5%,62.5%,25.0%
1.18,1.5%,0.0%,65.2%,72.1%,47.8%
0.70,2.2%,0.0%,63.0%,51.7%,58.8%
1.49,4.6%,1.5%,64.6%,69.0%,56.5%
0.81,3.9%,4.9%,59.8%,68.9%,46.3%
0.00,0.0%,0.0%,75.0%,25.0%,25.0%
1.20,9.7%,0.0%,66.7%,64.6%,70.8%
0.82,2.2%,3.4%,58.4%,53.8%,32.4%
0.83,3.9%,2.0%,68.6%,54.3%,43.8%
0.85,5.2%,2.6%,62.3%,60.4%,48.3%
0.86,0.0%,5.9%,59.7%,62.0%,45.8%
0.48,6.1%,2.0%,63.3%,64.5%,38.9%
2.16,16.3%,2.3%,62.8%,92.6%,68.8%
0.85,3.8%,5.8%,68.3%,57.7%,45.5%
0.79,6.2%,4.6%,60.0%,53.8%,53.8%
