DR,A%,DF%,1stIn,1st%,2nd%
1.20,15.6%,1.3%,62.3%,81.3%,51.7%
0.53,8.2%,1.4%,65.8%,64.6%,44.0%
1.08,4.4%,1.8%,63.7%,70.8%,53.7%
1.22,6.9%,3.4%,71.3%,66.1%,60.0%
0.77,3.1%,3.1%,62.5%,66.7%,41.7%
1.24,10.7%,5.0%,57.9%,72.8%,58.2%
0.88,12.0%,0.0%,68.5%,79.4%,65.5%
1.10,4.7%,1.6%,63.3%,65.4%,51.1%
1.95,6.7%,2.2%,55.6%,80.0%,65.0%
0.79,10.3%,1.1%,73.6%,68.8%,52.2%
1.25,8.2%,1.6%,78.7%,68.8%,61.5%
1.13,11.1%,5.1%,68.7%,61.8%,48.4%
3.63,13.5%,0.0%,59.5%,95.5%,73.3%
0.27,7.1%,7.1%,60.7%,47.1%,40.9%
2.47,24.4%,2.2%,62.2%,82.1%,82.4%
1.59,13.2%,1.9%,75.5%,72.5%,38.5%
0.92,13.2%,4.4%,70.6%,62.5%,55.0%
0.67,10.7%,0.0%,66.1%,73.0%,57.9%
1.18,13.4%,0.0%,61.2%,78.0%,46.2%
1.22,7.2%,2.1%,59.8%,74.1%,59.0%
2.29,13.0%,2.2%,58.7%,85.2%,73.7%
1.31,3.6%,1.8%,62.5%,82.9%,61.9%
0.71,6.4%,0.0%,66.7%,71.2%,46.2%
1.37,10.3%,4.6%,71.3%,79.0%,44.0%
1.79,5.4%,0.0%,66.1%,78.4%,57.9%
0.52,2.8%,5.6%,60.6%,62.8%,28.6%
1.22,8.2%,5.8%,57.9%,80.8%,47.2%
1.26,5.1%,5.1%,52.5%,61.3%,60.7%
1.59,11.7%,1.3%,58.4%,84.4%,62.5%
0.97,8.7%,2.4%,63.8%,72.8%,58.7%
0.89,3.0%,5.0%,56.0%,66.1%,52.3%
0.70,3.8%,3.8%,53.8%,54.8%,44.4%
0.40,0.9%,8.5%,61.3%,63.1%,43.9%
1.24,2.9%,6.9%,55.9%,64.9%,64.4%
1.01,13.4%,3.4%,67.2%,67.5%,48.7%
1.44,4.8%,0.0%,50.0%,83.9%,64.5%
1.12,6.2%,5.2%,58.8%,68.4%,57.5%
0.67,3.1%,6.2%,55.7%,72.2%,37.2%
1.27,11.3%,4.8%,62.9%,84.6%,56.5%
0.82,8.2%,3.3%,54.1%,75.8%,53.6%
1.18,10.6%,4.5%,66.7%,72.7%,63.6%
0.91,4.5%,2.3%,62.1%,64.6%,54.0%
1.27,9.8%,5.7%,64.2%,75.9%,45.5%
0.80,6.5%,1.3%,68.8%,69.8%,50.0%
0.94,5.6%,3.2%,54.0%,73.5%,46.6%
0.82,4.2%,5.6%,52.1%,62.2%,47.1%
0.65,4.5%,4.5%,47.7%,52.4%,21.7%
1.52,1.4%,0.0%,58.1%,79.1%,51.6%
1.10,6.6%,0.0%,54.9%,68.0%,51.2%
1.09,3.8%,3.8%,58.8%,66.0%,54.5%
0.89,4.3%,0.7%,61.2%,74.1%,46.3%
0.84,7.2%,3.6%,57.7%,65.6%,53.2%
0.85,13.2%,7.7%,57.1%,67.3%,46.2%
1.82,6.3%,4.2%,62.5%,76.7%,50.0%
1.18,4.9%,4.9%,60.7%,64.9%,20.8%
0.89,7.3%,2.1%,64.6%,64.5%,44.1%
1.06,5.6%,4.2%,54.9%,64.1%,53.1%
1.21,4.5%,4.5%,55.2%,75.7%,46.7%
1.09,11.8%,2.9%,64.7%,65.9%,45.8%
2.19,24.4%,4.4%,57.8%,96.2%,47.4%
1.01,1.4%,1.4%,61.6%,68.9%,57.1%
1.51,5.4%,3.6%,66.1%,73.0%,42.1%
1.48,12.2%,6.1%,57.1%,89.3%,38.1%
1.30,11.8%,4.7%,60.0%,88.2%,44.1%
0.82,8.6%,5.2%,62.1%,72.2%,45.5%
1.35,26.6%,1.6%,68.8%,81.8%,55.0%
0.64,8.8%,5.3%,59.6%,64.7%,47.8%
2.40,16.0%,0.0%,54.0%,92.6%,73.9%
0.83,10.8%,6.2%,55.4%,77.8%,44.8%
1.09,12.7%,3.9%,70.6%,72.2%,40.0%
1.09,9.3%,6.7%,50.7%,81.6%,56.8%
1.31,7.7%,6.4%,52.6%,87.8%,54.1%
1.33,12.1%,2.8%,58.9%,84.1%,61.4%
0.95,9.0%,4.0%,58.0%,82.8%,47.6%
